DOI,Query,Title,Journal,ISSN,Publisher,Type,URL,Volume,Issue,Page,Language,PublishedPrint,PublishedOnline,Issued,Author
10.1007/978-94-024-2039-5,carbides Ti,Ultra-High Temperature Materials III,,,Springer Netherlands,book,https://doi.org/10.1007/978-94-024-2039-5,,,,en,2020,,2020,"Igor L., Shabalin"
10.1007/978-94-024-2039-5_1,carbides Ti,Introduction,Ultra-High Temperature Materials III,,Springer Netherlands,book-chapter,https://doi.org/10.1007/978-94-024-2039-5_1,,,1-10,en,2020,2020-7-8,2020,"Igor L., Shabalin"
10.1007/978-94-024-2039-5_2,carbides Ti,Titanium Monocarbide,Ultra-High Temperature Materials III,,Springer Netherlands,book-chapter,https://doi.org/10.1007/978-94-024-2039-5_2,,,11-514,en,2020,2020-7-8,2020,"Igor L., Shabalin"
10.1007/978-94-024-2039-5_3,carbides Ti,Vanadium Monocarbide,Ultra-High Temperature Materials III,,Springer Netherlands,book-chapter,https://doi.org/10.1007/978-94-024-2039-5_3,,,515-707,en,2020,2020-7-8,2020,"Igor L., Shabalin"
10.1134/s0031918x09110088,carbides Ti,"Analysis of the solubility of carbides, nitrides, and carbonitrides in steels using methods of computer thermodynamics: III. Solubility of carbides, nitrides, and carbonitrides in the Fe-Ti-C, Fe-Ti-N, and Fe-Ti-C-N systems",The Physics of Metals and Metallography,"0031-918X, 1555-6190",Pleiades Publishing Ltd,journal-article,https://doi.org/10.1134/s0031918x09110088,108,5,484-495,en,2009-11,2009-12-6,2009-11,"I. I., Gorbachev, V. V., Popov"
10.1201/9780367808594-6,carbides Ti,"High-Rate Anodic Dissolution of Ti, W, and Their Carbides",Electrodissolution Processes,,CRC Press,book-chapter,https://doi.org/10.1201/9780367808594-6,,,131-150,en,2020-12-9,,2020-12-9,"Madhav, Datta"
10.1016/j.scriptamat.2006.12.026,carbides Ti,"Sintered (Ti,W)C carbides",Scripta Materialia,1359-6462,Elsevier BV,journal-article,https://doi.org/10.1016/j.scriptamat.2006.12.026,56,7,561-564,en,2007-4,,2007-4,"J., Jung, S., Kang"
10.1016/j.matchar.2013.11.016,carbides Ti,Microstructure characterization of nanometer carbides heterogeneous precipitation in Ti–Nb and Ti–Nb–Mo steel,Materials Characterization,1044-5803,Elsevier BV,journal-article,https://doi.org/10.1016/j.matchar.2013.11.016,88,,69-79,en,2014-2,,2014-2,"Chih Yuan, Chen, Chien Chon, Chen, Jer Ren, Yang"
10.1016/j.calphad.2007.11.007,carbides Ti,"Thermodynamic modelling of multicomponent cubic Nb, Ti and V carbides/carbonitrides",Calphad,0364-5916,Elsevier BV,journal-article,https://doi.org/10.1016/j.calphad.2007.11.007,32,2,326-337,en,2008-6,,2008-6,"Karin, Frisk"
10.2139/ssrn.4388215,carbides Ti,Synthesis of Non-Stoichiometric Carbides and Carbohydrides of Ti and Ti-Nb Using Self-Propagating High-Temperature Synthesis Technique,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4388215,,,,,,,2023,"Armen, Hovhannisyan, Seda, Dolukhanyan, Ofelya, Ter-Galstyan, Nune, Mnatsakanyan, Sona, Mardanyan, Karine, Asatryan, Sargis, Mnatsakanyan, Garnik, Muradyan"
10.2139/ssrn.5071906,carbides Ti,"Influence of High Entropy Alloys as Binders on the Properties of New Ti(C,N)-Based Cemented Carbides",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.5071906,,,,,,,2024,"Huimin, Hu, Zhanwen, He, Jibing, Chen"
10.1063/1.4791388,carbides Ti,"Mechanical stiffening of transition metal carbides: XC X = Ti, Zr, Nb, Hf, Ta)",AIP Conference Proceedings,0094-243X,AIP,proceedings-article,https://doi.org/10.1063/1.4791388,,,1016-1017,,2013,,2013,"Dinesh, Varshney, S., Shriya, Namita, Singh"
10.1039/d4ta06264g/v1/review2,carbides Ti,"Review for ""Exploring Structural and Electronic Properties of Transition Metal carbides (T = Ti, V, Mo, &amp; W) as efficient catalysts for overall water splitting with DFT study""",,,Royal Society of Chemistry (RSC),peer-review,https://doi.org/10.1039/d4ta06264g/v1/review2,,,,,2024-10-29,,2024-10-29,
10.1039/d4ta06264g/v2/review1,carbides Ti,"Review for ""Exploring Structural and Electronic Properties of Transition Metal carbides (T = Ti, V, Mo, &amp; W) as efficient catalysts for overall water splitting with DFT study""",,,Royal Society of Chemistry (RSC),peer-review,https://doi.org/10.1039/d4ta06264g/v2/review1,,,,,2025-1-21,,2025-1-21,
10.1039/d4ta06264g/v1/review1,carbides Ti,"Review for ""Exploring Structural and Electronic Properties of Transition Metal carbides (T = Ti, V, Mo, &amp; W) as efficient catalysts for overall water splitting with DFT study""",,,Royal Society of Chemistry (RSC),peer-review,https://doi.org/10.1039/d4ta06264g/v1/review1,,,,,2024-10-4,,2024-10-4,
10.1039/d4ta06264g/v1/review3,carbides Ti,"Review for ""Exploring Structural and Electronic Properties of Transition Metal carbides (T = Ti, V, Mo, &amp; W) as efficient catalysts for overall water splitting with DFT study""",,,Royal Society of Chemistry (RSC),peer-review,https://doi.org/10.1039/d4ta06264g/v1/review3,,,,,2024-11-4,,2024-11-4,
10.3390/coatings15050546,carbides Ti,The Role of Titanium Carbides in Forming the Microstructure and Properties of Ti-33Mo-0.2C Alloy,Coatings,2079-6412,MDPI AG,journal-article,https://doi.org/10.3390/coatings15050546,15,5,546,en,,2025-5-2,2025-5-2,"Wojciech, Szkliniarz, Agnieszka, Szkliniarz"
10.4028/www.scientific.net/kem.733.51,carbides Ti,"Combined Method for the Synthesis of Ultrafine Powder Carbides of W, Ti, V",Key Engineering Materials,1662-9795,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/kem.733.51,733,,51-55,,,2017-3-23,2017-3-23,"Irina V., Nikolaenko, Gennadii P., Shveykin"
10.1016/j.mtla.2023.101820,carbides Ti,Synthesis of non-stoichiometric carbides and carbohydrides of Ti and Ti-Nb using self-propagating high-temperature synthesis technique,Materialia,2589-1529,Elsevier BV,journal-article,https://doi.org/10.1016/j.mtla.2023.101820,30,,101820,en,2023-8,,2023-8,"A.A., Hovhannisyan, S.K., Dolukhanyan, O.P., Ter-Galstyan, N.L., Mnatsakanyan, K.V., Asatryan, S.E., Mnatsakanyan, S.S., Mardanyan, G.N., Muradyan"
10.2139/ssrn.4461820,carbides Ti,"Effect of Pre-Solid Solution Treatment of Secondary Carbides on the Microstructure and Mechanical Properties of Ti(C,N)-Based Cermets",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4461820,,,,,,,2023,"Renxin, Nie, Li, Zhang, Gang, Liu, Yingbiao, Peng"
10.2139/ssrn.5399847,carbides Ti,"Effect of Media and High Entropy Carbides on the Microstructure and Mechanical Performance of Ti(C,N) Based Cermets",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.5399847,,,,,,,2025,"Meiling, Liu, Jiaying, Feng, Wanxiu, Hai, Yuhong, Chen, Chengshang, Zhou"
10.1016/s0263-4368(01)00044-0,carbides Ti,Effect of various carbides on the dissolution behavior of Ti(C0.7N0.3) in a Ti(C0.7N0.3)–30Ni system,International Journal of Refractory Metals and Hard Materials,0263-4368,Elsevier BV,journal-article,https://doi.org/10.1016/s0263-4368(01)00044-0,19,4-6,539-545,en,2001-7,,2001-7,"S, Ahn, S, Kang"
10.1007/bf03026975,carbides Ti,O-phase and carbides precipitation in intermetallics based on Ti−Al,Metals and Materials International,1598-9623,Springer Science and Business Media LLC,journal-article,https://doi.org/10.1007/bf03026975,7,3,191-199,en,2001-6,,2001-6,"Y., Wu, S. K., Hwang"
10.30791/1028-978x-2024-2-69-76,carbides Ti,"Synthesis of (Ti,Cr)xCy carbides in VT6 alloy  by direct laser deposition",Perspektivnye Materialy,1028-978X,Intercontact Science,journal-article,https://doi.org/10.30791/1028-978x-2024-2-69-76,2,,69-76,,2024,2024,2024,"A. I., Gorunov"
10.1016/j.commatsci.2016.10.010,carbides Ti,"Effect of shock on transition metal carbides and nitrides {MC/N (M = Zr, Nb, Ta, Ti)}",Computational Materials Science,0927-0256,Elsevier BV,journal-article,https://doi.org/10.1016/j.commatsci.2016.10.010,127,,85-95,en,2017-2,,2017-2,"Chandrani, Bhattacharya"
10.24425/afe.2021.139758,carbides Ti,Changes in Abrasive Wear Resistance During Miller Test of Cr-Ni Cast Steel with Ti Carbides Formed in the Alloy Matrix,Archives of Foundry Engineering,2299-2944,Polish Academy of Sciences Chancellery,journal-article,https://doi.org/10.24425/afe.2021.139758,,,110-115,pl,,2021-11-25,2021-11-25,"Grzegorz, Tęcza"
10.13182/xyz-47354,carbides Ti,Sintering Behavior and Homogeneity of Ti-Containing Tri-Carbides for Nuclear Thermal Propulsion,Nuclear and Emerging Technologies for Space (NETS 2025),,American Nuclear Society,proceedings-article,https://doi.org/10.13182/xyz-47354,,,437-437,,2025,,2025,"Ethan, Payne, Alex, Nadermann, Sean, Drewry, Steven, Zinkle"
10.2139/ssrn.4388110,carbides Ti,"Catalytic Activity of Ni-Mgal2o4 Modified with Transition Metal (Ti, Mo, W) Carbides as Potential Catalysts for Resource Recovery Via Dry Reforming of Waste Plastics",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4388110,,,,,,,2023,"Ewelina, Pawelczyk, Izabela, Wysocka, Jacek, Gębicki"
10.1016/j.vacuum.2023.112616,carbides Ti,"Structural, elastic, and thermal properties of TM5Si3C (TM = Ti, Cr, Y) carbides from first-principles calculations",Vacuum,0042-207X,Elsevier BV,journal-article,https://doi.org/10.1016/j.vacuum.2023.112616,218,,112616,en,2023-12,,2023-12,"Yiyang, Li, Yonghua, Duan, Mingjun, Peng, Shanju, Zheng"
10.3390/cryst11121445,carbides Ti,"Physical Properties Investigations of Ternary-Layered Carbides M2PbC (M = Ti, Zr and Hf): First-Principles Calculations",Crystals,2073-4352,MDPI AG,journal-article,https://doi.org/10.3390/cryst11121445,11,12,1445,en,,2021-11-24,2021-11-24,"Tahani A., Alrebdi, Mohammed Benali, Kanoun, Souraya, Goumri-Said"
10.1016/j.msea.2003.09.089,carbides Ti,"Sintering behavior of alumina reinforced with (Ti, W)carbides",Materials Science and Engineering: A,0921-5093,Elsevier BV,journal-article,https://doi.org/10.1016/j.msea.2003.09.089,371,1-2,382-387,en,2004-4,,2004-4,"Wilson, Acchar, José Luiz, Fonseca"
10.1115/msec2014-4116,carbides Ti,The Root Cause of Nose and Flank Wear and Their Behavior in Turning Ti-6Al-4V With Carbides and PCD Inserts,Volume 2: Processing,,American Society of Mechanical Engineers,proceedings-article,https://doi.org/10.1115/msec2014-4116,,,,,2014-6-9,2014-10-3,2014-6-9,"Trung, Nguyen, Patrick, Kwon, D., Kang, Tom, Bieler"
10.4028/www.scientific.net/amr.306-307.598,carbides Ti,Effect of TaC on W-Ti-Co Ultrafine Cemented Carbides,Advanced Materials Research,1662-8985,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/amr.306-307.598,306-307,,598-602,,,2011-8,2011-8,"Chong Cai, Zhang, Qun Qun, Yuan, Quan, Wang, Zhi Yong, Sheng, Long, Wang"
10.3390/met10060837,carbides Ti,Effect of Ti Content on the Behavior of Primary Carbides in H13 Ingots,Metals,2075-4701,MDPI AG,journal-article,https://doi.org/10.3390/met10060837,10,6,837,en,,2020-6-24,2020-6-24,"Yu, Huang, Guoguang, Cheng, Meiting, Zhu"
10.4028/www.scientific.net/ssp.197.107,carbides Ti,"Stereological Characterization of TiC Carbides in Bottom Skull after Melting of Ti-6Al-4V-0,5C Alloy in Vacuum Induction Furnace",Solid State Phenomena,1662-9779,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/ssp.197.107,197,,107-112,,,2013-2-27,2013-2-27,"Agnieszka, Szkliniarz, Georg, Jarczyk"
10.1016/b978-0-12-822820-3.00009-4,carbides Ti,Refractory carbides employed in the fabrication of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00009-4,,,41-49,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.1134/s2075113324701107,carbides Ti,"Synthesis of (Ti, Cr)xCy Carbides in VT6 Alloy by Direct Laser Deposition",Inorganic Materials: Applied Research,"2075-1133, 2075-115X",Pleiades Publishing Ltd,journal-article,https://doi.org/10.1134/s2075113324701107,15,5,1437-1443,en,2024-10,2024-10-9,2024-10,"A. I., Gorunov"
10.4028/www.scientific.net/amm.105-107.2071,carbides Ti,"Effect of Nano-Carbides on the Microstructure and Mechanical Properties of Ti(C,N)-Based Cermets",Applied Mechanics and Materials,1662-7482,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/amm.105-107.2071,105-107,,2071-2075,,,2011-9,2011-9,"Yan, Lei, Jing Fu, Liu, Bing, Yang"
10.3103/s1063457619020060,carbides Ti,"On the Stability of Isolated Pores in Cemented Carbides (Ti,W)C—WC—Co",Journal of Superhard Materials,"1063-4576, 1934-9408",Allerton Press,journal-article,https://doi.org/10.3103/s1063457619020060,41,2,114-118,en,2019-3,2019-5-4,2019-3,"S. A., Davidenko"
10.1007/978-3-031-90263-5_2,carbides Ti,Molybdenum Carbides,Ultra-High Temperature Materials V,,Springer Nature Switzerland,book-chapter,https://doi.org/10.1007/978-3-031-90263-5_2,,,21-723,en,2025,2025-5-13,2025,"Igor L., Shabalin"
10.1016/j.scriptamat.2009.05.036,carbides Ti,Characterization of interphase-precipitated nanometer-sized carbides in a Ti–Mo-bearing steel,Scripta Materialia,1359-6462,Elsevier BV,journal-article,https://doi.org/10.1016/j.scriptamat.2009.05.036,61,6,616-619,en,2009-9,,2009-9,"Hung-Wei, Yen, Ching-Yuan, Huang, Jer-Ren, Yang"
10.1016/j.calphad.2009.03.002,carbides Ti,Experimental and thermodynamic evaluation of the miscibility gaps in MC carbides for the C–Co–Ti–V–W–Zr system,Calphad,0364-5916,Elsevier BV,journal-article,https://doi.org/10.1016/j.calphad.2009.03.002,33,3,530-538,en,2009-9,,2009-9,"Andreas, Markström, Karin, Frisk"
10.3724/sp.j.1095.2011.00527,carbides Ti,Effects of Ti on Carbides and Topologically Close-Packed Phases in a High-temperature Cast Nickel-based Superalloy,Chinese Journal of Applied Chemistry,1000-0518,China Science Publishing & Media Ltd.,journal-article,https://doi.org/10.3724/sp.j.1095.2011.00527,28,06,727-732,en,2011-6-1,2011-6-10,2011-6-1,
10.1002/1521-3773(20000915)39:18<3263::aid-anie3263>3.0.co;2-h,carbides Ti,Five-Coordinate Carbides in Ti-Al-C Complexes,Angewandte Chemie,"1433-7851, 1521-3773",Wiley,journal-article,https://doi.org/10.1002/1521-3773(20000915)39:18<3263::aid-anie3263>3.0.co;2-h,39,18,3263-3266,en,2000-9-15,,2000-9-15,"James E., Kickham, Frédéric, Guérin, Jeffrey C., Stewart, Douglas W., Stephan"
10.1039/d4ta06264g/v2/decision1,carbides Ti,"Decision letter for ""Exploring Structural and Electronic Properties of Transition Metal carbides (T = Ti, V, Mo, &amp; W) as efficient catalysts for overall water splitting with DFT study""",,,Royal Society of Chemistry (RSC),peer-review,https://doi.org/10.1039/d4ta06264g/v2/decision1,,,,,2025-1-27,,2025-1-27,
10.1039/d4ta06264g/v1/decision1,carbides Ti,"Decision letter for ""Exploring Structural and Electronic Properties of Transition Metal carbides (T = Ti, V, Mo, &amp; W) as efficient catalysts for overall water splitting with DFT study""",,,Royal Society of Chemistry (RSC),peer-review,https://doi.org/10.1039/d4ta06264g/v1/decision1,,,,,2024-11-13,,2024-11-13,
10.2355/isijinternational.41.1502,carbides Ti,Effect of Ti and Nb on the Formation of Carbides and the Mechanical Properties in As-cast AISI-M7 High-speed Steel.,ISIJ International,0915-1559,Iron and Steel Institute of Japan,journal-article,https://doi.org/10.2355/isijinternational.41.1502,41,12,1502-1509,en,2001,,2001,"Shahram, Kheirandish"
10.1016/j.jpcs.2005.02.002,carbides Ti,"Binary and ternary metal carbides based upon Ti, Zr and Hf",Journal of Physics and Chemistry of Solids,0022-3697,Elsevier BV,journal-article,https://doi.org/10.1016/j.jpcs.2005.02.002,66,6,1064-1068,en,2005-6,,2005-6,"J.E., Lowther"
10.1007/978-3-031-07175-1_2,carbides Ti,Tungsten Carbides,Ultra-High Temperature Materials IV,,Springer International Publishing,book-chapter,https://doi.org/10.1007/978-3-031-07175-1_2,,,11-829,en,2022,2022-8-13,2022,"Igor L., Shabalin"
10.4028/www.scientific.net/amr.284-286.1275,carbides Ti,Precipitation Hardening of Titanium Carbides in Ti Micro-Alloyed Ultra-High Strength Steel,Advanced Materials Research,1662-8985,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/amr.284-286.1275,284-286,,1275-1278,,,2011-7-4,2011-7-4,"Xiang Dong, Huo, Sheng Xia, Lv, Xin Ping, Mao, Qi Lin, Chen"
10.2139/ssrn.4376975,carbides Ti,"Dft Based Comparative Analysis of the Physical Properties of Some Binary Transition Metal Carbides Xc (X = Nb, Ta, Ti)",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4376975,,,,,,,2023,"Razu, Ahmed, Md., Mahamudujjaman, Md.  Asif, Afzal, Md.  Sajidul, Islam, R.  S., Islam, Saleh, Naqib"
10.1007/s00170-023-12185-4,carbides Ti,"Synthesis of the (Ti,Cr)xCy carbides on CFs reinforced Cr and Ti-based alloy obtained by direct energy deposition",The International Journal of Advanced Manufacturing Technology,"0268-3768, 1433-3015",Springer Science and Business Media LLC,journal-article,https://doi.org/10.1007/s00170-023-12185-4,128,9-10,3789-3799,en,2023-10,2023-8-23,2023-8-23,"Andrey, Gorunov"
10.2139/ssrn.4431867,carbides Ti,"Spark Plasma Sintering of Ti(C, N)-Based Cermet Tool Material Doped with Refractory Rare Metal Carbides (Tac/Nbc/Vc): Core-Rim Structure, Grains and Mechanical Properties",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4431867,,,,,,,2023,"Jiadong, Ye, Zengbin, Yin, Xuelin, Li, Juntang, Yuan"
10.1063/1.2191744,carbides Ti,"On the heat capacities of M2AlC (M=Ti,V,Cr) ternary carbides",Journal of Applied Physics,"0021-8979, 1089-7550",AIP Publishing,journal-article,https://doi.org/10.1063/1.2191744,99,9,,en,2006-5-1,2006-5-11,2006-5-1,"Monika K., Drulis, H., Drulis, S., Gupta, M. W., Barsoum, T., El-Raghy"
10.1088/0953-8984/12/46/309,carbides Ti,Electronic structure of the layered ternary carbides Ti<sub>2</sub>SnC and Ti<sub>2</sub>GeC,Journal of Physics: Condensed Matter,"0953-8984, 1361-648X",IOP Publishing,journal-article,https://doi.org/10.1088/0953-8984/12/46/309,12,46,9617-9627,,2000-11-20,2000-10-31,2000-10-31,"Y C, Zhou, H Y, Dong, X H, Wang, S Q, Chen"
10.1007/978-94-024-1302-1_4,carbides Ti,Niobium Carbides,Ultra-High Temperature Materials II,,Springer Netherlands,book-chapter,https://doi.org/10.1007/978-94-024-1302-1_4,,,249-422,en,2019,2019-4-25,2019,"Igor L., Shabalin"
10.1016/j.intermet.2004.05.010,carbides Ti,"Mechanical properties of Fe–Al–M–C (M=Ti, V, Nb, Ta) alloys with strengthening carbides and Laves phase",Intermetallics,0966-9795,Elsevier BV,journal-article,https://doi.org/10.1016/j.intermet.2004.05.010,13,12,1256-1262,en,2005-12,,2005-12,"L., Falat, A., Schneider, G., Sauthoff, G., Frommeyer"
10.1016/j.mtcomm.2024.109968,carbides Ti,Ab initio study of intrinsic mechanical properties of high-entropy carbides (HfTaZrM)C (M = Ti and Nb),Materials Today Communications,2352-4928,Elsevier BV,journal-article,https://doi.org/10.1016/j.mtcomm.2024.109968,40,,109968,en,2024-8,,2024-8,"Jiaming, Duan, Riwen, Ji, Li, Ma, Lin, Shao"
10.1016/j.diamond.2024.110966,carbides Ti,"Exploring the structural, phonon dynamical, mechanical and thermodynamic properties of TM2AlC(TM=Ti, Zr and Hf) carbides",Diamond and Related Materials,0925-9635,Elsevier BV,journal-article,https://doi.org/10.1016/j.diamond.2024.110966,144,,110966,en,2024-4,,2024-4,"Yong, Pan, Zhijing, Yang, Hui, Zhang"
10.1016/s0966-9795(03)00018-9,carbides Ti,"Constitution and microstructures of Fe–Al–M–C (M=Ti, V, Nb, Ta) alloys with carbides and Laves phase",Intermetallics,0966-9795,Elsevier BV,journal-article,https://doi.org/10.1016/s0966-9795(03)00018-9,11,5,443-450,en,2003-5,,2003-5,"A, Schneider, L, Falat, G, Sauthoff, G, Frommeyer"
10.1016/j.matlet.2007.08.086,carbides Ti,Catalytic effects of various metal carbides and Ti compounds for the growth of carbon nanocoils (CNCs),Materials Letters,0167-577X,Elsevier BV,journal-article,https://doi.org/10.1016/j.matlet.2007.08.086,62,10-11,1462-1465,en,2008-4,,2008-4,"S., Yang, X., Chen, N., Kikuchi, S., Motojima"
10.1504/ijptech.2014.060611,carbides Ti,Effect of SiC addition on mechanical and wear characteristics of WC-32(W-Ti)C-6Co cemented carbides,International Journal of Precision Technology,"1755-2060, 1755-2079",Inderscience Publishers,journal-article,https://doi.org/10.1504/ijptech.2014.060611,4,1/2,110,en,2014,,2014,"M.T., Albdiry, B.F., Yousif"
10.1007/978-94-024-1302-1_2,carbides Ti,Tantalum Carbides,Ultra-High Temperature Materials II,,Springer Netherlands,book-chapter,https://doi.org/10.1007/978-94-024-1302-1_2,,,9-144,en,2019,2019-4-25,2019,"Igor L., Shabalin"
10.59499/ep235762742,carbides Ti,"Oxidation And Wear Behavior Of Co-Free Cemented Carbides Using Ti(C,N) And WC As Ceramic Phases",Euro PM2023 Proceedings,,EPMA,proceedings-article,https://doi.org/10.59499/ep235762742,,,,,,2023-9-15,2023-9-15,"Elena, Gordo, Gabriel, Sánchez, Ángel, Biedma, Juan, Villemur, Claudio, Bertalan, Ralph, Useldinger, María, de Nicolás, Luis, Llanes"
10.1016/j.mattod.2024.05.003,carbides Ti,Recent developments and perspectives of Ti-based transition metal carbides/nitrides for photocatalytic applications: A critical review,Materials Today,1369-7021,Elsevier BV,journal-article,https://doi.org/10.1016/j.mattod.2024.05.003,76,,110-135,en,2024-7,,2024-7,"Jipeng, Fan, Haitao, Wang, Wei, Sun, Huiqin, Duan, Jizhou, Jiang"
10.5147/ajms.v2i1.125,carbides Ti,Precipitation of Nano-Sized Carbides in a Ti-Mo Bearing Steel at a Low Transformation Temperature,Atlas Journal of Materials Science,2330-6831,"Atlas Publishing, LLC",journal-article,https://doi.org/10.5147/ajms.v2i1.125,2,1,48-53,,,2017-6-14,2017-6-14,"Chih Yuan, Chen, Shih Fan, Chen, Jer Ren, Yang, Chien Chon, Chen"
10.2355/isijinternational.53.1237,carbides Ti,Dynamic Precipitation Behavior of Secondary M7C3 Carbides in Ti-alloyed High Chromium Cast Iron,ISIJ International,"0915-1559, 1347-5460",Iron and Steel Institute of Japan,journal-article,https://doi.org/10.2355/isijinternational.53.1237,53,7,1237-1244,en,2013,,2013,"Qiang, Liu, Hiroyuki, Shibata, Peter, Hedström, Pär Göran, Jönsson, Keiji, Nakajima"
10.1016/b978-0-12-822820-3.00013-6,carbides Ti,Recycling cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00013-6,,,313-325,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.1016/b978-0-12-822820-3.00011-2,carbides Ti,Modeling cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00011-2,,,327-348,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.2139/ssrn.5165408,carbides Ti,"Influence of Si on Structure, Mechanical Properties, and Thermal Stability of Reactively and Non-Reactively Sputtered High-Entropy (Hf,Ta,Ti,V,Zr) Carbides",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.5165408,,,,,,,2025,"Muhammad Awais, Altaf, Balint, Hajas, Szilard, Kolozsvári, Tomasz, Wojcik, A., Kirnbauer, Paul  H., Mayrhofer"
10.1016/j.apsusc.2008.04.049,carbides Ti,"Ion sputtering rates of W-, Ti- and Cr-carbides studied at different Ar+ ion incidence angles",Applied Surface Science,0169-4332,Elsevier BV,journal-article,https://doi.org/10.1016/j.apsusc.2008.04.049,254,20,6611-6618,en,2008-8,,2008-8,"A., Zalar, J., Kovač, B., Praček, P., Panjan, M., Čeh"
10.1016/j.mssp.2024.108993,carbides Ti,"Exploring topological phases in superconducting transition metal (Sc, Ti, V)-carbides",Materials Science in Semiconductor Processing,1369-8001,Elsevier BV,journal-article,https://doi.org/10.1016/j.mssp.2024.108993,186,,108993,en,2025-2,,2025-2,"A., Elbahri, M., Ragragui, L.B., Drissi, E.H., Saidi"
10.2139/ssrn.4493839,carbides Ti,"Comparison of the Microstructure and Mechanical Properties Of  Wc-Ti(C, N)-Ni Gradient Cemented Carbides Prepared by Sps and Vacuum Pre-Sintering",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4493839,,,,,,,2023,"Can, Hu, Chong, Chen, Jianqing, Sun, Shizhong, Wei, Yong, Du, Kunming, Pan, Hua, Yu, Tao, Jiang"
10.1016/s1359-6454(00)00029-x,carbides Ti,"Gradient zones in WC–Ti(C,N)–Co-based cemented carbides: experimental study and computer simulations",Acta Materialia,1359-6454,Elsevier BV,journal-article,https://doi.org/10.1016/s1359-6454(00)00029-x,48,9,2177-2185,en,2000-5,,2000-5,"M., Ekroth, R., Frykholm, M., Lindholm, H.-O., Andrén, J., Ågren"
10.1016/b978-0-12-822820-3.00001-x,carbides Ti,Materials science of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00001-x,,,23-39,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.2139/ssrn.4246665,carbides Ti,Evolution of Mc Carbides in Ni-Mo-Cr-Ti Based Alloy for Applications in Molten Salt Reactors,SSRN Electronic Journal,1556-5068,Elsevier BV,journal-article,https://doi.org/10.2139/ssrn.4246665,,,,en,,,2022,"Li, Jiang, Jia-Jie, Zhu, Chao-Wen, Li, Jian-Ping, Liang, De-Jun, Wang, ZhiJun, Li"
10.1007/978-3-031-90263-5,carbides Ti,Ultra-High Temperature Materials V,,,Springer Nature Switzerland,book,https://doi.org/10.1007/978-3-031-90263-5,,,,en,2025,,2025,"Igor L., Shabalin"
10.1179/1432891715z.0000000001523,carbides Ti,Interphase precipitation of nanometre-sized carbides in Ti bearing steels,Materials Research Innovations,"1432-8917, 1433-075X",Informa UK Limited,journal-article,https://doi.org/10.1179/1432891715z.0000000001523,19,sup4,S92-S97,en,2015-5,2015-5-25,2015-5,"F. Q., Ji, C. N., Li, S., Tang, G. D., Wang"
10.1007/978-3-031-07175-1,carbides Ti,Ultra-High Temperature Materials IV,,,Springer International Publishing,book,https://doi.org/10.1007/978-3-031-07175-1,,,,en,2022,,2022,"Igor L., Shabalin"
10.1016/b978-0-12-822820-3.00016-1,carbides Ti,Materials engineering of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00016-1,,,65-132,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.4028/www.scientific.net/msf.926.3,carbides Ti,Effect of Final Rapid Cooling Temperature on Ultra-Fine Carbides of Ti-Mo Ferrite Matrix Microalloyed Steel,Materials Science Forum,1662-9752,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/msf.926.3,926,,3-10,,,2018-7,2018-7,"Zhi Chen, Yu, Zhen Li, Mi, Qing Wu, Cai, Jin, Guo, Na, Gong"
10.1016/b978-0-12-822820-3.00010-0,carbides Ti,Conventional industrial grades of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00010-0,,,203-214,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
